source,title,description,details
reuters,Rescuers begin 'challenging' final push to free last five from Thai cave,"The first eight boys rescued from a Thai cave complex are in good health overall and some asked for chocolate bread for breakfast, officials said on Tuesday as rescuers began a third and more challenging final mission to free the remaining five.",Rescuers begin challenging final push free last five Thai cave first eight boys rescued Thai cave complex good health overall asked chocolate bread breakfast officials said Tuesday rescuers began third challenging final mission free remaining five
reuters,Last five trapped in Thai cave will be brought out 'at the same time': rescue chief,"The third phase of an operation to rescue four remaining boys and their soccer coach trapped inside a flooded Thai cave began on Tuesday morning, the head of the rescue mission said.",Last five trapped Thai cave brought time rescue chief third phase operation rescue four remaining boys soccer coach trapped inside flooded Thai cave began Tuesday morning head rescue mission said
reuters,Supreme Court nominee has been a foe of emissions rules,"Brett Kavanaugh, nominated on Monday to be a Supreme Court justice by U.S. President Donald Trump, is a long-time skeptic of business regulations, especially on rules limiting harmful emissions, although he has called global warming an ""urgent"" issue.",Supreme Court nominee foe emissions rules Brett Kavanaugh nominated Monday Supreme Court justice US President Donald Trump long time skeptic business regulations especially rules limiting harmful emissions although called global warming urgent issue
reuters,Myanmar court files secrets act charges against Reuters reporters,"A court in Myanmar on Monday charged two jailed Reuters journalists with obtaining secret state documents, moving the landmark press freedom case into its trial stage after six months of preliminary hearings.",Myanmar court files secrets act charges Reuters reporters court Myanmar Monday charged two jailed Reuters journalists obtaining secret state documents moving landmark press freedom case trial stage six months preliminary hearings
reuters,Factbox: International reaction to charges against Reuters reporters in Myanmar,A Myanmar court has charged two Reuters reporters with breaching the colonial-era Official Secrets Act. They face up to 14 years in prison if convicted.,Factbox International reaction charges Reuters reporters Myanmar Myanmar court charged two Reuters reporters breaching colonial era Official Secrets Act face 14 years prison convicted
reuters,Washington insider Kavanaugh boasts conservative credentials,"Brett Kavanaugh, the consummate Washington insider picked by President Donald Trump on Monday for a lifetime seat on the U.S. Supreme Court, has viewed business regulations with skepticism in his 12 years as a judge and taken conservative positions on some di…",Washington insider Kavanaugh boasts conservative credentials Brett Kavanaugh consummate Washington insider picked President Donald Trump Monday lifetime seat US Supreme Court viewed business regulations skepticism 12 years judge taken conservative positions di…
reuters,Judge rejects Trump request for long-term detention of immigrant children,"A U.S. federal judge on Monday rejected the Trump administration's request to allow long-term detention of illegal immigrant children, a setback for President Donald Trump's executive order to end the separation of immigrant families.",Judge rejects Trump request long term detention immigrant children US federal judge Monday rejected Trump administrations request allow long term detention illegal immigrant children setback President Donald Trumps executive order end separation immigrant families
reuters,Trump picks conservative judge Kavanaugh for Supreme Court,"President Donald Trump on Monday announced Brett Kavanaugh as his nominee for the U.S. Supreme Court, picking a conservative federal appeals court judge who survived a previous tough Senate confirmation battle and helped investigate Democratic former Presiden…",Trump picks conservative judge Kavanaugh Supreme Court President Donald Trump Monday announced Brett Kavanaugh nominee US Supreme Court picking conservative federal appeals court judge survived previous tough Senate confirmation battle helped investigate Democratic former Presiden…
financial-times,Fox prepares new Sky offer to outbid Comcast,Countermove to US cable group for pan-Europe TV channel could come this week,Fox prepares new Sky offer outbid Comcast Countermove US cable group pan Europe TV channel could come week
financial-times,Erdogan names son-in-law to lead Turkey’s finance ministry,Berat Albayrak role unlikely to be welcomed by investors anxious over economy,Erdogan names son law lead Turkey finance ministry Berat Albayrak role unlikely welcomed investors anxious economy
financial-times,Poland refuses more concessions on judicial reform despite EU ire,"Decision on justice system is remit of sovereign nation not EU, says foreign minister",Poland refuses concessions judicial reform despite EU ire Decision justice system remit sovereign nation EU says foreign minister
financial-times,Germany heads for political dogfight over replacing the Tornado,"Whether Berlin opts for a European or US aircraft, one of its allies will be angered",Germany heads political dogfight replacing Tornado Whether Berlin opts European US aircraft one allies angered
financial-times,Trump and Putin: inside the muddled American policy on Russia,US president’s stance may become clearer as he meets Russian leader and attends Nato summit,Trump Putin inside muddled American policy Russia US president stance may become clearer meets Russian leader attends Nato summit
financial-times,Donald Trump’s court pick is a Republican stalwart,Brett Kavanaugh served in George W Bush White House and investigated Bill Clinton,Donald Trump court pick Republican stalwart Brett Kavanaugh served George W Bush White House investigated Bill Clinton
financial-times,Trump nominates conservative Kavanaugh to Supreme Court,Decision could cement conservative majority on America’s highest court,Trump nominates conservative Kavanaugh Supreme Court Decision could cement conservative majority America highest court
financial-times,‘Big four’ paid millions to advise Brussels on tax policy,European Commission contracts fuel concerns over accounting firms’ conflicts of interest,Big four paid millions advise Brussels tax policy European Commission contracts fuel concerns accounting firms conflicts interest
financial-times,Theresa May now faces the second Battle of Brexit,The resignations of Johnson and Davis leave government fighting for an exit plan,Theresa May faces second Battle Brexit resignations Johnson Davis leave government fighting exit plan
financial-times,Boris Johnson quits as pressure on Theresa May mounts,Foreign secretary follows David Davis in resigning from cabinet,Boris Johnson quits pressure Theresa May mounts Foreign secretary follows David Davis resigning cabinet
the-economist,What are “predatory” academic journals?,A boom in bogus publications is driven largely by a change to many journals’ business model,“predatory” academic journals boom bogus publications driven largely change many journals business model
the-economist,London has excellent universities—but unhappy students,Why are the capital’s undergraduates gloomier than those in other big cities?,London excellent universities—but unhappy students capital undergraduates gloomier big cities
the-economist,Our second week of essays on transgender identities,Why The Economist seeks to uphold the liberal value of open debate,second week essays transgender identities Economist seeks uphold liberal value open debate
the-economist,Jean-Louis Tauran opposed the Gulf war and mended fences with Islam,His fears for the Christian population of the Middle East proved well-founded,Jean Louis Tauran opposed Gulf war mended fences Islam fears Christian population Middle East proved well founded
the-economist,Why bitcoin uses so much energy,Its consumption is roughly the same as Ireland’s,bitcoin uses much energy consumption roughly Ireland
the-economist,Boris goes,The revolt gathers against Theresa May’s Brexit plans,Boris goes revolt gathers Theresa May Brexit plans
the-economist,Meet Dominic Raab: the new Brexit boss,A former housing minister takes over the Brexit negotiations after David Davis’s departure,Meet Dominic Raab new Brexit boss former housing minister takes Brexit negotiations David Davis departure
the-economist,A court with a solid conservative majority could reshape American life,Here’s how,court solid conservative majority could reshape American life
the-economist,"From dusty villages to Delhi, Indians seek people to persecute",The lesson of partition does not seem to have been learned,dusty villages Delhi Indians seek people persecute lesson partition seem learned
the-economist,Our essay competitions for young people,"The Economist has launched the Open Future initiative to re-state the case for the values of classical liberalism—that is, political, economic and social freedom—to address the challenges of the 21st century.",essay competitions young people Economist launched Open Future initiative state case values classical liberalism—that political economic social freedom—to address challenges 21st century
the-wall-street-journal,"Trump’s Pick Brett Kavanaugh to Keep Republican-Appointed Majority on Supreme Court, 48 Years Running","Brett Kavanaugh’s nomination, if confirmed, will preserve the court's gender, racial and religious majorities",Trump Pick Brett Kavanaugh Keep Republican Appointed Majority Supreme Court 48 Years Running Brett Kavanaugh nomination confirmed preserve courts gender racial religious majorities
the-wall-street-journal,"Thai Cave Rescue: Divers Make Final Push to Save Remaining Boys, Coach","Thai authorities hope to evacuate four remaining boys and their soccer coach from the flooded Tham Luang Cave complex, ending a more than two-week ordeal that has captured the attention of the world.",Thai Cave Rescue Divers Make Final Push Save Remaining Boys Coach Thai authorities hope evacuate four remaining boys soccer coach flooded Tham Luang Cave complex ending two week ordeal captured attention world
the-wall-street-journal,Judge Brett Kavanaugh: In His Own Words,"Judge Brett Kavanaugh has established a robust judicial record in his more than 12 years as a member of the U.S. Court of Appeals for the D.C. Circuit, often referred to as the second-most influential court in the country.",Judge Brett Kavanaugh Words Judge Brett Kavanaugh established robust judicial record 12 years member US Court Appeals DC Circuit often referred second influential court country
the-wall-street-journal,Brett Kavanaugh Has Shown Deep Skepticism of Regulatory State,"As an appellate judge in Washington, Brett Kavanaugh is known for ruling against regulators he sees as having overstepped their bounds.",Brett Kavanaugh Shown Deep Skepticism Regulatory State appellate judge Washington Brett Kavanaugh known ruling regulators sees overstepped bounds
the-wall-street-journal,Who Is Brett Kavanaugh?,"In nominating Judge Brett Kavanaugh for the Supreme Court, President Donald Trump selected a scion of the Republican legal establishment who has been in the middle of efforts to complete a judicial counterrevolution that has eluded conservatives for decades.",Brett Kavanaugh nominating Judge Brett Kavanaugh Supreme Court President Donald Trump selected scion Republican legal establishment middle efforts complete judicial counterrevolution eluded conservatives decades
the-wall-street-journal,President Trump Chooses Brett Kavanaugh for Supreme Court Vacancy,"President Donald Trump will nominate Brett Kavanaugh to fill the newest vacancy on the U.S. Supreme Court, choosing a conservative figure who, if confirmed, could push a divided court to the right after years of seesaw rulings.",President Trump Chooses Brett Kavanaugh Supreme Court Vacancy President Donald Trump nominate Brett Kavanaugh fill newest vacancy US Supreme Court choosing conservative figure confirmed could push divided court right years seesaw rulings
the-wall-street-journal,Outside Groups Plan Costly Campaigns For—or Against—Supreme Court Nominee Brett Kavanaugh,"President Trump’s announcement of his Supreme Court nominee Monday night will be the starting gun for a weekslong, multimillion-dollar campaign featuring ads on everything from the nominee’s personal record to the country’s future.",Outside Groups Plan Costly Campaigns For—or Against—Supreme Court Nominee Brett Kavanaugh President Trump announcement Supreme Court nominee Monday night starting gun weekslong multimillion dollar campaign featuring ads everything nominee personal record country future
the-wall-street-journal,Former Goldman Banker Is in Plea Talks Over Malaysian 1MDB Scandal,"A former Goldman Sachs banker is talking with U.S. prosecutors about potentially pleading guilty to charges stemming from alleged fraud at a Malaysian state investment fund, people familiar with the matter say.",Former Goldman Banker Plea Talks Malaysian 1MDB Scandal former Goldman Sachs banker talking US prosecutors potentially pleading guilty charges stemming alleged fraud Malaysian state investment fund people familiar matter say
the-wall-street-journal,Billionaire’s Secret Buyout Formula: 110 Instructions and an Intelligence Test,"Robert Smith’s private-equity firm, Vista Equity Partners, revamps software companies by following detailed protocols and gauging employees’ personalities and cognitive abilities. “Their process is like a factory,” says one investor.",Billionaire Secret Buyout Formula 110 Instructions Intelligence Test Robert Smith private equity firm Vista Equity Partners revamps software companies following detailed protocols gauging employees personalities cognitive abilities “Their process like factory” says one investor
the-wall-street-journal,Resignations Over May’s Brexit Plan Throw U.K. Government Into Turmoil,The resignations of Foreign Secretary Boris Johnson and Brexit Secretary David Davis plunged Theresa May into a political crisis and increased the chances of a challenge to her party leadership.,Resignations May Brexit Plan Throw UK Government Turmoil resignations Foreign Secretary Boris Johnson Brexit Secretary David Davis plunged Theresa May political crisis increased chances challenge party leadership
cnbc,US withdrawal from Paris agreement may set back financing climate change: Former UN chief Ban Ki-moon,"With the United States pulling out of the Paris Agreement in 2017, Former UN Secretary-General Ban Ki-Moon warned that there may be difficulty in mobilizing the funds necessary to effect climate change issues.",US withdrawal Paris agreement may set back financing climate change Former UN chief Ban Ki moon United States pulling Paris Agreement 2017 Former UN Secretary General Ban Ki Moon warned may difficulty mobilizing funds necessary effect climate change issues
cnbc,"China’s economic reform is falling short — and patience is growing thin, says EU report","China might be making some progress on its reform agenda, but a lack of more ambitious changes will lead to an elevation in existing tensions, a new report from the European Union Chamber of Commerce in China warned.",China economic reform falling short — patience growing thin says EU report China might making progress reform agenda lack ambitious changes lead elevation existing tensions new report European Union Chamber Commerce China warned
cnbc,"NATO, the Queen, Putin and some golf – Trump has a busy week coming up","President Donald Trump will travel to Europe this week for a series of meetings that will see him wine and dine — and discuss the world’s most pressing issues — with heads of state, government and business.",NATO Queen Putin golf – Trump busy week coming President Donald Trump travel Europe week series meetings see wine dine — discuss world pressing issues — heads state government business
cnbc,Tesla hikes prices in China as trade war hits carmakers,"U.S. carmaker Tesla has hiked prices on its Model X and S cars by about 20 percent in China, becoming the first automaker to raise prices in the world's largest automotive market in response to a U.S.-China trade war.",Tesla hikes prices China trade war hits carmakers US carmaker Tesla hiked prices Model X cars 20 percent China becoming first automaker raise prices worlds largest automotive market response US China trade war
cnbc,"Fearful of allergies, Southwest will stop serving peanuts on board","Passengers will no longer get peanuts aboard Southwest Airlines flights, starting this summer.",Fearful allergies Southwest stop serving peanuts board Passengers longer get peanuts aboard Southwest Airlines flights starting summer
cnbc,What you need to know about Trump’s Supreme Court nominee Brett Kavanaugh,Kavanaugh appears set to lay down mostly conservative rulings on issues that matter to Republicans.,need know Trump Supreme Court nominee Brett Kavanaugh Kavanaugh appears set lay mostly conservative rulings issues matter Republicans
cnbc,Microsoft's $399 Surface Go hits most of the right notes to compete with the iPad and Chromebooks,"Microsoft announced the new Surface Go on Tuesday, a cheaper $399 Surface laptop that will compete with Apple's iPad. CNBC's Todd Haselton got some hands-on time with the device.",Microsofts 399 Surface Go hits right notes compete iPad Chromebooks Microsoft announced new Surface Go Tuesday cheaper 399 Surface laptop compete Apples iPad CNBCs Todd Haselton got hands time device
cnbc,Trump picks Brett Kavanaugh for the Supreme Court: NBC News,Kavanaugh is a federal appeals court judge with extensive legal credentials and a lengthy political record.,Trump picks Brett Kavanaugh Supreme Court NBC News Kavanaugh federal appeals court judge extensive legal credentials lengthy political record
cnbc,Trump invited these red-state Democrats to his Supreme Court announcement. They all said no,All of them could soon be targeted by pro-Trump  political action groups trying to unseat Democrats in the states Trump won in the 2016 presidential election.,Trump invited red state Democrats Supreme Court announcement said could soon targeted pro Trump political action groups trying unseat Democrats states Trump 2016 presidential election
cnbc,These senators will make or break Trump's Supreme Court nominee,A handful of swing vote senators will get to decide whether Trump's nominee — likely a young conservative — will make it on the Supreme Court.,senators make break Trumps Supreme Court nominee handful swing vote senators get decide whether Trumps nominee — likely young conservative — make Supreme Court
financial-post,CSA maps out higher-tech surveillance plan,"The securities watchdogs levelled about $69.4 million in fines and penalties last year, up from $62.1 million in 2016",CSA maps higher tech surveillance plan securities watchdogs levelled 694 million fines penalties last year 621 million 2016
financial-post,"Canadian broadcasting industry shrank in 2017, CRTC reports","Consumers are increasingly streaming video and music over the internet, and that means fewer people are watching live TV or listening to radio stations",Canadian broadcasting industry shrank 2017 CRTC reports Consumers increasingly streaming video music internet means fewer people watching live TV listening radio stations
financial-post,One billion share issuance weighs on Enbridge,"Given the company’s share price of $46.53 at close on Monday is down sharply from the peak of $65.85 in April 2015, some money managers are wondering whether it’s delivered value",One billion share issuance weighs Enbridge Given company share price 4653 close Monday sharply peak 6585 April 2015 money managers wondering whether delivered value
financial-post,Barrick forges closer ties with Chinese partner in bid to revive South American mine,Barrick’s deal with Shandong shows how Chinese companies have in recent years stepped up their involvement with Canadian mining companies,Barrick forges closer ties Chinese partner bid revive South American mine Barrick deal Shandong shows Chinese companies recent years stepped involvement Canadian mining companies
financial-post,Cannabis grower Tilray valued at up to US$1.5 billion for Nasdaq IPO,The Nanaimo-based producer is the last large Canadian marijuana company to go public,Cannabis grower Tilray valued US15 billion Nasdaq IPO Nanaimo based producer last large Canadian marijuana company go public
financial-post,Amazon as a value stock?: Why the $840-billion company’s shares are surprisingly cheap,Two facts make Amazon unique,Amazon value stock 840 billion company shares surprisingly cheap Two facts make Amazon unique
financial-post,"Greyhound Canada to end service in Prairies, B.C., eliminating 415 jobs — and leaving small towns in the lurch",Only Ontario and Quebec will keep Greyhound bus routes when the cancellations go into effect at the end of October,Greyhound Canada end service Prairies BC eliminating 415 jobs — leaving small towns lurch Ontario Quebec keep Greyhound bus routes cancellations go effect end October
financial-post,"American steaks, German cars emerge as early victims in U.S.-China trade war","For automobiles and whiskey makers to companies along the complex global supply chain that defines modern manufacturing, it is a moment of reckoning",American steaks German cars emerge early victims US China trade war automobiles whiskey makers companies along complex global supply chain defines modern manufacturing moment reckoning
financial-post,‘I would put money on it’: LNG Canada dreams closer to coming true as Shell ramps up in Kitimat,Hopes are rising that the $40-billion LNG terminal that could at last unlock Canada’s energy exports to Asia is about to get the green light,would put money LNG Canada dreams closer coming true Shell ramps Kitimat Hopes rising 40 billion LNG terminal could last unlock Canada energy exports Asia get green light
financial-post,TD Bank speeds up junior bankers’ promotions to attract and keep young talent,Banks are waging a war for talent as they face increased competition from tech companies,TD Bank speeds junior bankers promotions attract keep young talent Banks waging war talent face increased competition tech companies
business-insider,BARCLAYS: Here are the 4 biggest risks to the Netflix story (NFLX),BARCLAYS: Here are the 4 biggest risks to the Netflix story (NFLX),BARCLAYS 4 biggest risks Netflix story NFLX BARCLAYS 4 biggest risks Netflix story NFLX
business-insider,Trump nominates Brett Kavanaugh to replace the retiring Justice Anthony Kennedy on the Supreme Court,"President Donald Trump on Monday announced he is nominating Brett Kavanaugh to the Supreme Court, who, if confirmed, will take the place of the retiring Justice Anthony Kennedy.",Trump nominates Brett Kavanaugh replace retiring Justice Anthony Kennedy Supreme Court President Donald Trump Monday announced nominating Brett Kavanaugh Supreme Court confirmed take place retiring Justice Anthony Kennedy
business-insider,'This next year will ... feel like childbirth': HBO's new corporate overlord warns employees to expect a tough year,"Warner Media CEO John Stankey told HBO employees at a recent town-hall event to anticipate a tough year to come at the company, The New York Times reported.",next year feel like childbirth HBOs new corporate overlord warns employees expect tough year Warner Media CEO John Stankey told HBO employees recent town hall event anticipate tough year come company New York Times reported
business-insider,Amazon is increasingly tying Whole Foods to its Prime service – and it could be the gateway to $1 trillion,"BI PRIME: Amazon is creating a ""flywheel effect"" with by using Whole Foods to boost its Prime subscription service and vice versa, says GBH Insights analyst Daniel Ives. That's great for Amazon — but not such good news for its rivals.",Amazon increasingly tying Whole Foods Prime service – could gateway 1 trillion BI PRIME Amazon creating flywheel effect using Whole Foods boost Prime subscription service vice versa says GBH Insights analyst Daniel Ives Thats great Amazon — good news rivals
business-insider,Trump's Supreme Court pick weighed in on 2 thorny issues that could be pertinent to the president,"Kavanaugh co-authored the report that found grounds to impeach President Bill Clinton. But since then, the judge has said there shouldn't be investigations or indictments of a sitting president, and they should be deferred until he has left the Oval Office.",Trumps Supreme Court pick weighed 2 thorny issues could pertinent president Kavanaugh co authored report found grounds impeach President Bill Clinton since judge said shouldnt investigations indictments sitting president deferred left Oval Office
business-insider,BANK OF AMERICA: The stock market's most important driver will be more powerful than we'd expected — and one sector towers over the rest,"BI PRIME: Equity strategists at Bank of America Merrill Lynch raised their estimates for 2018 and 2019 earnings, placing one sector in the driver's seat of that revision. They see Q1 as the peak for earnings growth for this cycle but cautioned against selling…",BANK AMERICA stock markets important driver powerful wed expected — one sector towers rest BI PRIME Equity strategists Bank America Merrill Lynch raised estimates 2018 2019 earnings placing one sector drivers seat revision see Q1 peak earnings growth cycle cautioned selling…
business-insider,Expanding Warren Buffett’s value investing approach to the socially responsible sector,"""Social Value Investing"" was written by Columbia University's Bill Eimicke and his colleague, Warren Buffett's grandson, Howard Buffett. The framework for the book was inspired by Berkshire Hathaway and modeled after the company’s application of value investi…",Expanding Warren Buffett value investing approach socially responsible sector Social Value Investing written Columbia Universitys Bill Eimicke colleague Warren Buffetts grandson Howard Buffett framework book inspired Berkshire Hathaway modeled company application value investi…
business-insider,The cruel truth about how much money two founders will likely get after selling their startup for $465 million reveals the catch-22 of raising too much money,"FanDuel was valued at $1 billion just three years ago. Now, it's being sold for less than half that amount. And according to the deal documents, FanDuel's founders will likely lose out.",cruel truth much money two founders likely get selling startup 465 million reveals catch 22 raising much money FanDuel valued 1 billion three years ago sold less half amount according deal documents FanDuels founders likely lose
business-insider,'Either it happens or TV gets decimated': Insiders are split on AT&T's chances of building an ad platform for the entire TV industry,"BI PRIME: The advertising industry is still chewing over the finally closed AT&T-Time Warner merger and what it means for TV advertising. Some see AT&T's plan to build a central ad hub for TV ad space as futile, while others see such an initiative as vital to…",Either happens TV gets decimated Insiders split ATTs chances building ad platform entire TV industry BI PRIME advertising industry still chewing finally closed ATT Time Warner merger means TV advertising see ATTs plan build central ad hub TV ad space futile others see initiative vital to…
business-insider,Thai boys rescued from a cave have seen their family through glass windows and will need to stay in hospital for at least 1 week,Officials at the Chiang Rai hospital have said that the eight boys who have already been rescued from the caves have seen their families and will stay in hospital for at least 7 days. Eight boys stranded in the flooded cave were saved as rescue efforts contin…,Thai boys rescued cave seen family glass windows need stay hospital least 1 week Officials Chiang Rai hospital said eight boys already rescued caves seen families stay hospital least 7 days Eight boys stranded flooded cave saved rescue efforts contin…
australian-financial-review,ASX falls on financials as Macquarie pressures big four banks,"The Australian sharemarket dropped for the first time in four sessions, as the big four banks face pressure to increase rates.",ASX falls financials Macquarie pressures big four banks Australian sharemarket dropped first time four sessions big four banks face pressure increase rates
australian-financial-review,Theresa May ploughs on toward Brexit after resignations compound turmoil,Theresa May looks likely to survive any attempt to oust her over the government's Brexit strategy for now.,Theresa May ploughs toward Brexit resignations compound turmoil Theresa May looks likely survive attempt oust governments Brexit strategy
australian-financial-review,‘Big four’ paid millions to advise Brussels on tax policy,"The ""big four"" accounting firms secured contracts worth millions of euros from the European Commission over the past five years to advise on tax policy, fuelling concerns about conflicts of interest.",Big four paid millions advise Brussels tax policy big four accounting firms secured contracts worth millions euros European Commission past five years advise tax policy fuelling concerns conflicts interest
australian-financial-review,Will great US earnings be good enough?,"American listed companies are expected to report profits surged by a fifth over the year to the end of June. Incredibly, analysts are fretting it might not be enough.",great US earnings good enough American listed companies expected report profits surged fifth year end June Incredibly analysts fretting might enough
australian-financial-review,Australian Energy Regulator strips $2 billion in revenue off energy network companies,The Australian Energy Regulator has significantly cut the amount of revenue electricity network companies can charge customers in a move companies claim will strip them of $2b in revenue.,Australian Energy Regulator strips 2 billion revenue energy network companies Australian Energy Regulator significantly cut amount revenue electricity network companies charge customers move companies claim strip 2b revenue
australian-financial-review,"Television executive Sam Chisholm dead, aged 78","Sam Chisholm, who led television networks through their glory days in Australia and Britain, has died at age 78.",Television executive Sam Chisholm dead aged 78 Sam Chisholm led television networks glory days Australia Britain died age 78
australian-financial-review,Elon Musk sends an 'escape pod' to help in Thailand cave rescue,"As an international coalition of divers continued to rescue a Thai soccer team and their coach from a cave, Tesla CEO Elon Musk was trying to help in his own inimitable way.",Elon Musk sends escape pod help Thailand cave rescue international coalition divers continued rescue Thai soccer team coach cave Tesla CEO Elon Musk trying help inimitable way
australian-financial-review,Lenders blitz borrowers in cut-throat pricing battle to grab market share,"Property lenders are blitzing borrowers with a new round of rate and price moves to try to build market share and maintain profits despite increasing funding costs, tougher regulations and falling demand.",Lenders blitz borrowers cut throat pricing battle grab market share Property lenders blitzing borrowers new round rate price moves try build market share maintain profits despite increasing funding costs tougher regulations falling demand
australian-financial-review,Village Roadshow wants to put Dreamworld disaster behind it with capital raising,"In the last four years, Village Roadshow has lost three quarters of its market value. But the company hopes a capital raising can end its Dreamworld nightmare.",Village Roadshow wants put Dreamworld disaster behind capital raising last four years Village Roadshow lost three quarters market value company hopes capital raising end Dreamworld nightmare
australian-financial-review,Shares help turn wage slaves into Rich Bosses,ASX executives who want to make the jump from wage slave to the Financial Review Rich Bosses list need to be willing to take some short-term pain for long-term gain.,Shares help turn wage slaves Rich Bosses ASX executives want make jump wage slave Financial Review Rich Bosses list need willing take short term pain long term gain
google-news,Microsoft - Surface Go - A device whose sole aim is to advance the adoption of Office.,Surface Go - A device whose sole aim is to advance the adoption of Office.,Microsoft Surface Go device whose sole aim advance adoption Office Surface Go device whose sole aim advance adoption Office
google-news,PM's new cabinet to meet amid Brexit turmoil,Theresa May warns her party it must unite after a string of resignations over Brexit forced a reshuffle.,PMs new cabinet meet amid Brexit turmoil Theresa May warns party must unite string resignations Brexit forced reshuffle
google-news,Kavanaugh paper chase threatens to draw out confirmation battle,"The documents give a sense of what White House lawyers, reporters and Senate aides will be digging through if Kavanaugh gets the Supreme Court nod from Trump.",Kavanaugh paper chase threatens draw confirmation battle documents give sense White House lawyers reporters Senate aides digging Kavanaugh gets Supreme Court nod Trump
google-news,Honeymooning couple collide in fatal zip line accident,"An Israeli man on his honeymoon was killed and his wife seriously injured in a freak accident involving a zip line in Honduras, according to reports.",Honeymooning couple collide fatal zip line accident Israeli man honeymoon killed wife seriously injured freak accident involving zip line Honduras according reports
google-news,Prosecutor who reportedly suggested Maxine Waters be shot is placed on leave,"A California prosecutor is the subject of an internal investigation, after reportedly targeting Rep. Maxine Waters, former first lady Michelle Obama, immigrants and Mexicans in comments on social media.",Prosecutor reportedly suggested Maxine Waters shot placed leave California prosecutor subject internal investigation reportedly targeting Rep Maxine Waters former first lady Michelle Obama immigrants Mexicans comments social media
google-news,Will Trump get a third supreme court pick?,"Kavanaugh’s confirmation would leave the US with a majority of right-leaning justices, potentially changing the court for decades to come. In which scenarios could Trump secure a third choice?",Trump get third supreme court pick Kavanaugh confirmation would leave US majority right leaning justices potentially changing court decades come scenarios could Trump secure third choice
