source,title,description,details
the-economist,A court with a solid conservative majority could reshape American life,Here’s how,court solid conservative majority could reshape American life
the-economist,North Korea presents nuclear disarmament’s biggest challenge yet,"Precedents, from Iraq to the former Soviet Union, offer only very limited lessons",North Korea presents nuclear disarmament biggest challenge yet Precedents Iraq former Soviet Union offer limited lessons
the-economist,Culture and the labour market keep India’s women at home,How can they be helped to return to the workforce?,Culture labour market keep India women home helped return workforce
the-economist,Our essay competitions for young people,"The Economist has launched the Open Future initiative to re-state the case for the values of classical liberalism—that is, political, economic and social freedom—to address the challenges of the 21st century.",essay competitions young people Economist launched Open Future initiative state case values classical liberalism—that political economic social freedom—to address challenges 21st century
the-wall-street-journal,Judge Brett Kavanaugh: In His Own Words,"Judge Brett Kavanaugh has established a robust judicial record in his more than 12 years as a member of the U.S. Court of Appeals for the D.C. Circuit, often referred to as the second-most influential court in the country.",Judge Brett Kavanaugh Words Judge Brett Kavanaugh established robust judicial record 12 years member US Court Appeals DC Circuit often referred second influential court country
the-wall-street-journal,Brett Kavanaugh Has Shown Deep Skepticism of Regulatory State,"As an appellate judge in Washington, Brett Kavanaugh is known for ruling against regulators he sees as having overstepped their bounds.",Brett Kavanaugh Shown Deep Skepticism Regulatory State appellate judge Washington Brett Kavanaugh known ruling regulators sees overstepped bounds
the-wall-street-journal,Who Is Brett Kavanaugh?,"In nominating Judge Brett Kavanaugh for the Supreme Court, President Donald Trump selected a scion of the Republican legal establishment who has been in the middle of efforts to complete a judicial counterrevolution that has eluded conservatives for decades.",Brett Kavanaugh nominating Judge Brett Kavanaugh Supreme Court President Donald Trump selected scion Republican legal establishment middle efforts complete judicial counterrevolution eluded conservatives decades
the-wall-street-journal,President Trump Chooses Brett Kavanaugh for Supreme Court Vacancy,"President Donald Trump will nominate Brett Kavanaugh to fill the newest vacancy on the U.S. Supreme Court, choosing a conservative figure who, if confirmed, could push a divided court to the right after years of seesaw rulings.",President Trump Chooses Brett Kavanaugh Supreme Court Vacancy President Donald Trump nominate Brett Kavanaugh fill newest vacancy US Supreme Court choosing conservative figure confirmed could push divided court right years seesaw rulings
the-wall-street-journal,Outside Groups Plan Costly Campaigns For—or Against—Supreme Court Nominee Brett Kavanaugh,"President Trump’s announcement of his Supreme Court nominee Monday night will be the starting gun for a weekslong, multimillion-dollar campaign featuring ads on everything from the nominee’s personal record to the country’s future.",Outside Groups Plan Costly Campaigns For—or Against—Supreme Court Nominee Brett Kavanaugh President Trump announcement Supreme Court nominee Monday night starting gun weekslong multimillion dollar campaign featuring ads everything nominee personal record country future
the-wall-street-journal,Former Goldman Banker Is in Plea Talks Over Malaysian 1MDB Scandal,"A former Goldman Sachs banker is talking with U.S. prosecutors about potentially pleading guilty to charges stemming from alleged fraud at a Malaysian state investment fund, people familiar with the matter say.",Former Goldman Banker Plea Talks Malaysian 1MDB Scandal former Goldman Sachs banker talking US prosecutors potentially pleading guilty charges stemming alleged fraud Malaysian state investment fund people familiar matter say
the-wall-street-journal,Billionaire’s Secret Buyout Formula: 110 Instructions and an Intelligence Test,"Robert Smith’s private-equity firm, Vista Equity Partners, revamps software companies by following detailed protocols and gauging employees’ personalities and cognitive abilities. ‘Their process is like a factory,’ says one investor.",Billionaire Secret Buyout Formula 110 Instructions Intelligence Test Robert Smith private equity firm Vista Equity Partners revamps software companies following detailed protocols gauging employees personalities cognitive abilities process like factory says one investor
the-wall-street-journal,Starbucks to Eliminate Plastic Straws by 2020,"Starbucks plans to phase out single-use plastic straws from its more than 28,000 company-operated and licensed stores by 2020 in an effort to reduce its global waste footprint.",Starbucks Eliminate Plastic Straws 2020 Starbucks plans phase single use plastic straws 28000 company operated licensed stores 2020 effort reduce global waste footprint
the-wall-street-journal,Resignations Over May’s Brexit Plan Throw U.K. Government Into Turmoil,The resignations of Foreign Secretary Boris Johnson and Brexit Secretary David Davis plunged Theresa May into a political crisis and increased the chances of a challenge to her party leadership.,Resignations May Brexit Plan Throw UK Government Turmoil resignations Foreign Secretary Boris Johnson Brexit Secretary David Davis plunged Theresa May political crisis increased chances challenge party leadership
the-wall-street-journal,"Divers Rescue Four More Boys From Thai Cave, Bringing Total to Eight",Rescue divers guided four more boys from a youth soccer team stranded along with their coach through the winding passages of the Tham Luang cave in northern Thailand.,Divers Rescue Four Boys Thai Cave Bringing Total Eight Rescue divers guided four boys youth soccer team stranded along coach winding passages Tham Luang cave northern Thailand
cnbc,What you need to know about Trump’s Supreme Court nominee Brett Kavanaugh,Kavanaugh appears set to lay down mostly conservative rulings on issues that matter to Republicans.,need know Trump Supreme Court nominee Brett Kavanaugh Kavanaugh appears set lay mostly conservative rulings issues matter Republicans
cnbc,Microsoft's $399 Surface Go hits most of the right notes to compete with the iPad and Chromebooks,"Microsoft announced the new Surface Go on Tuesday, a cheaper $399 Surface laptop that will compete with Apple's iPad. CNBC's Todd Haselton got some hands-on time with the device.",Microsofts 399 Surface Go hits right notes compete iPad Chromebooks Microsoft announced new Surface Go Tuesday cheaper 399 Surface laptop compete Apples iPad CNBCs Todd Haselton got hands time device
cnbc,Trump picks Brett Kavanaugh for the Supreme Court: NBC News,Kavanaugh is a federal appeals court judge with extensive legal credentials and a lengthy political record.,Trump picks Brett Kavanaugh Supreme Court NBC News Kavanaugh federal appeals court judge extensive legal credentials lengthy political record
cnbc,Watch: Trump announces next Supreme Court nominee,Trump seeks to secure a five-member majority of conservative justices that could impact court rulings for years to come.,Watch Trump announces next Supreme Court nominee Trump seeks secure five member majority conservative justices could impact court rulings years come
cnbc,Trump invited these red-state Democrats to his Supreme Court announcement. They all said no,All of them could soon be targeted by pro-Trump  political action groups trying to unseat Democrats in the states Trump won in the 2016 presidential election.,Trump invited red state Democrats Supreme Court announcement said could soon targeted pro Trump political action groups trying unseat Democrats states Trump 2016 presidential election
cnbc,"Market rally the ‘last hurrah’ – investors should sell now, warns Guggenheim investment chief","The market is underestimating the risk of a trade war and will likely see a correction once it is confronted with “cold water in the face,” Guggenheim Partners’ Scott Minerd warns.",Market rally last hurrah – investors sell warns Guggenheim investment chief market underestimating risk trade war likely see correction confronted “cold water face” Guggenheim Partners Scott Minerd warns
cnbc,People are using Fitbits and Apple Watches to monitor their heart rate when binging on drugs — and doctors say it's a bad idea,Heart rate monitors on smartwatches are being used by some people while using illicit drugs.,People using Fitbits Apple Watches monitor heart rate binging drugs — doctors say bad idea Heart rate monitors smartwatches used people using illicit drugs
cnbc,Homeowners are sitting on a record amount of cash – and not tapping it,"Home prices are rising fast, and homeowners are gaining thousands of dollars in available equity to tap, but they are taking out very little. It may be that they don't know how much they have or that they are generally more conservative following the last hou…",Homeowners sitting record amount cash – tapping Home prices rising fast homeowners gaining thousands dollars available equity tap taking little may dont know much generally conservative following last hou…
cnbc,These senators will make or break Trump's Supreme Court nominee,A handful of swing vote senators will get to decide whether Trump's nominee — likely a young conservative — will make it on the Supreme Court.,senators make break Trumps Supreme Court nominee handful swing vote senators get decide whether Trumps nominee — likely young conservative — make Supreme Court
cnbc,"US futures climb ahead of the open, as trade turmoil takes a breather","U.S. stock index futures posted solid gains ahead of Monday’s open, supported by positive trade overseas and a strong jobs report published Friday.",US futures climb ahead open trade turmoil takes breather US stock index futures posted solid gains ahead Monday open supported positive trade overseas strong jobs report published Friday
financial-post,CSA maps out higher-tech surveillance plan,"The securities watchdogs levelled about $69.4 million in fines and penalties last year, up from $62.1 million in 2016",CSA maps higher tech surveillance plan securities watchdogs levelled 694 million fines penalties last year 621 million 2016
financial-post,"Canadian broadcasting industry shrank in 2017, CRTC reports","Consumers are increasingly streaming video and music over the internet, and that means fewer people are watching live TV or listening to radio stations",Canadian broadcasting industry shrank 2017 CRTC reports Consumers increasingly streaming video music internet means fewer people watching live TV listening radio stations
financial-post,One billion share issuance weighs on Enbridge,"Given the company’s share price of $46.53 at close on Monday is down sharply from the peak of $65.85 in April 2015, some money managers are wondering whether it’s delivered value",One billion share issuance weighs Enbridge Given company share price 4653 close Monday sharply peak 6585 April 2015 money managers wondering whether delivered value
financial-post,Barrick forges closer ties with Chinese partner in bid to revive South American mine,Barrick’s deal with Shandong shows how Chinese companies have in recent years stepped up their involvement with Canadian mining companies,Barrick forges closer ties Chinese partner bid revive South American mine Barrick deal Shandong shows Chinese companies recent years stepped involvement Canadian mining companies
financial-post,Cannabis grower Tilray valued at up to US$1.5 billion for Nasdaq IPO,The Nanaimo-based producer is the last large Canadian marijuana company to go public,Cannabis grower Tilray valued US15 billion Nasdaq IPO Nanaimo based producer last large Canadian marijuana company go public
financial-post,Amazon as a value stock?: Why the $840-billion company’s shares are surprisingly cheap,Two facts make Amazon unique,Amazon value stock 840 billion company shares surprisingly cheap Two facts make Amazon unique
financial-post,"Greyhound Canada to end service in Prairies, B.C., eliminating 415 jobs — and leaving small towns in the lurch",Only Ontario and Quebec will keep Greyhound bus routes when the cancellations go into effect at the end of October,Greyhound Canada end service Prairies BC eliminating 415 jobs — leaving small towns lurch Ontario Quebec keep Greyhound bus routes cancellations go effect end October
financial-post,"American steaks, German cars emerge as early victims in U.S.-China trade war","For automobiles and whiskey makers to companies along the complex global supply chain that defines modern manufacturing, it is a moment of reckoning",American steaks German cars emerge early victims US China trade war automobiles whiskey makers companies along complex global supply chain defines modern manufacturing moment reckoning
financial-post,‘I would put money on it’: LNG Canada dreams closer to coming true as Shell ramps up in Kitimat,Hopes are rising that the $40-billion LNG terminal that could at last unlock Canada’s energy exports to Asia is about to get the green light,would put money LNG Canada dreams closer coming true Shell ramps Kitimat Hopes rising 40 billion LNG terminal could last unlock Canada energy exports Asia get green light
financial-post,TD Bank speeds up junior bankers’ promotions to attract and keep young talent,Banks are waging a war for talent as they face increased competition from tech companies,TD Bank speeds junior bankers promotions attract keep young talent Banks waging war talent face increased competition tech companies
business-insider,BARCLAYS: Here are the 4 biggest risks to the Netflix story (NFLX),BARCLAYS: Here are the 4 biggest risks to the Netflix story (NFLX),BARCLAYS 4 biggest risks Netflix story NFLX BARCLAYS 4 biggest risks Netflix story NFLX
business-insider,Trump nominates Brett Kavanaugh to replace the retiring Justice Anthony Kennedy on the Supreme Court,"President Donald Trump on Monday announced he is nominating Brett Kavanaugh to the Supreme Court, who, if confirmed, will take the place of the retiring Justice Anthony Kennedy.",Trump nominates Brett Kavanaugh replace retiring Justice Anthony Kennedy Supreme Court President Donald Trump Monday announced nominating Brett Kavanaugh Supreme Court confirmed take place retiring Justice Anthony Kennedy
business-insider,'This next year will ... feel like childbirth': HBO's new corporate overlord warns employees to expect a tough year,"Warner Media CEO John Stankey told HBO employees at a recent town-hall event to anticipate a tough year to come at the company, The New York Times reported.",next year feel like childbirth HBOs new corporate overlord warns employees expect tough year Warner Media CEO John Stankey told HBO employees recent town hall event anticipate tough year come company New York Times reported
business-insider,Amazon is increasingly tying Whole Foods to its Prime service – and it could be the gateway to $1 trillion,"BI PRIME: Amazon is creating a ""flywheel effect"" with by using Whole Foods to boost its Prime subscription service and vice versa, says GBH Insights analyst Daniel Ives. That's great for Amazon — but not such good news for its rivals.",Amazon increasingly tying Whole Foods Prime service – could gateway 1 trillion BI PRIME Amazon creating flywheel effect using Whole Foods boost Prime subscription service vice versa says GBH Insights analyst Daniel Ives Thats great Amazon — good news rivals
business-insider,'Those are stupid people': Trump reportedly tried to calm Putin after he complained that White House officials were trying to stop them from speaking,President Donald Trump reportedly sought to ease Russian President Vladimir Putin's concerns that White House advisers were trying to block a phone call between the two.,stupid people Trump reportedly tried calm Putin complained White House officials trying stop speaking President Donald Trump reportedly sought ease Russian President Vladimir Putins concerns White House advisers trying block phone call two
business-insider,BANK OF AMERICA: The stock market's most important driver will be more powerful than we'd expected — and one sector towers over the rest,"BI PRIME: Equity strategists at Bank of America Merrill Lynch raised their estimates for 2018 and 2019 earnings, placing one sector in the driver's seat of that revision. They see Q1 as the peak for earnings growth for this cycle but cautioned against selling…",BANK AMERICA stock markets important driver powerful wed expected — one sector towers rest BI PRIME Equity strategists Bank America Merrill Lynch raised estimates 2018 2019 earnings placing one sector drivers seat revision see Q1 peak earnings growth cycle cautioned selling…
business-insider,Expanding Warren Buffett’s value investing approach to the socially responsible sector,"""Social Value Investing"" was written by Columbia University's Bill Eimicke and his colleague, Warren Buffett's grandson, Howard Buffett. The framework for the book was inspired by Berkshire Hathaway and modeled after the company’s application of value investi…",Expanding Warren Buffett value investing approach socially responsible sector Social Value Investing written Columbia Universitys Bill Eimicke colleague Warren Buffetts grandson Howard Buffett framework book inspired Berkshire Hathaway modeled company application value investi…
business-insider,The cruel truth about how much money two founders will likely get after selling their startup for $465 million reveals the catch-22 of raising too much money,"FanDuel was valued at $1 billion just three years ago. Now, it's being sold for less than half that amount. And according to the deal documents, FanDuel's founders will likely lose out.",cruel truth much money two founders likely get selling startup 465 million reveals catch 22 raising much money FanDuel valued 1 billion three years ago sold less half amount according deal documents FanDuels founders likely lose
business-insider,'Either it happens or TV gets decimated': Insiders are split on AT&T's chances of building an ad platform for the entire TV industry,"BI PRIME: The advertising industry is still chewing over the finally closed AT&T-Time Warner merger and what it means for TV advertising. Some see AT&T's plan to build a central ad hub for TV ad space as futile, while others see such an initiative as vital to…",Either happens TV gets decimated Insiders split ATTs chances building ad platform entire TV industry BI PRIME advertising industry still chewing finally closed ATT Time Warner merger means TV advertising see ATTs plan build central ad hub TV ad space futile others see initiative vital to…
business-insider,"A former Facebook moderator says she had to review 8,000 posts a day and it made her numb to child porn",Sarah Katz described the pressure she was under to review thousands of posts a day from the darkest corners of Facebook. Her experience raises questions about Facebook's efforts to stamp out child exploitation on its platform.,former Facebook moderator says review 8000 posts day made numb child porn Sarah Katz described pressure review thousands posts day darkest corners Facebook experience raises questions Facebooks efforts stamp child exploitation platform
australian-financial-review,Telstra says shock departure of network boss Mike Wright won't affect 5G plans,"Telstra says its 5G plans remain on track despite the departure of networks boss Mike Wright, who has unexpectedly announced he will leave after almost 40 years.",Telstra says shock departure network boss Mike Wright wont affect 5G plans Telstra says 5G plans remain track despite departure networks boss Mike Wright unexpectedly announced leave almost 40 years
australian-financial-review,"Business confidence strong, employment index drops in June: NAB survey","NAB's latest business activity and confidence scorecard suggests employment growth will continue to outgrow population rises, suggesting gradual growth in wages.",Business confidence strong employment index drops June NAB survey NABs latest business activity confidence scorecard suggests employment growth continue outgrow population rises suggesting gradual growth wages
australian-financial-review,Lenders blitz borrowers in cut-throat pricing battle to grab market share,"Property lenders are blitzing borrowers with a new round of rate and price moves to try to build market share and maintain profits despite increasing funding costs, tougher regulations and falling demand.",Lenders blitz borrowers cut throat pricing battle grab market share Property lenders blitzing borrowers new round rate price moves try build market share maintain profits despite increasing funding costs tougher regulations falling demand
australian-financial-review,Village Roadshow wants to put Dreamworld disaster behind it with capital raising,"In the last four years, Village Roadshow has lost three quarters of its market value. But the company hopes a capital raising can end its Dreamworld nightmare.",Village Roadshow wants put Dreamworld disaster behind capital raising last four years Village Roadshow lost three quarters market value company hopes capital raising end Dreamworld nightmare
australian-financial-review,Data helps property investors identify gentrification before it happens,"Despite the views of some people, all property will not always increase in value. Searching for the next up-and-coming suburbs can be a risky exercise, but it has the potential to pay dividends.",Data helps property investors identify gentrification happens Despite views people property always increase value Searching next coming suburbs risky exercise potential pay dividends
australian-financial-review,Markets Live: ASX set to advance on commodities,The Australian sharemarket is set to rise further this morning following an overnight advance in commodity prices.,Markets Live ASX set advance commodities Australian sharemarket set rise morning following overnight advance commodity prices
australian-financial-review,All eyes on big four after Macquarie Bank lifts rates,"Macquarie has joined the ranks of lenders lifting their variable mortgage rates, turning the spotlight to the big four banks and how they may manoeuvre to protect profit margins.",eyes big four Macquarie Bank lifts rates Macquarie joined ranks lenders lifting variable mortgage rates turning spotlight big four banks may manoeuvre protect profit margins
australian-financial-review,The biggest risks for property investors (and why you might prefer shares),Direct real estate investment involves responsibilities that aren't present with shares or bonds.,biggest risks property investors might prefer shares Direct real estate investment involves responsibilities arent present shares bonds
australian-financial-review,Mornington Peninsula lays on its winter best for a cosy weekend escape,Victoria's premier summer playground has another kind of charm when the chill sets in.,Mornington Peninsula lays winter best cosy weekend escape Victorias premier summer playground another kind charm chill sets
australian-financial-review,Shares help turn wage slaves into Rich Bosses,ASX executives who want to make the jump from wage slave to the Financial Review Rich Bosses list need to be willing to take some short-term pain for long-term gain.,Shares help turn wage slaves Rich Bosses ASX executives want make jump wage slave Financial Review Rich Bosses list need willing take short term pain long term gain
google-news,California Prosecutor Put on Leave After Negative Comments About Maxine Waters,Michael Selyem reportedly wrote that one “would think someone would have shot” Representative Maxine Waters and referred to her using a vulgar term.,California Prosecutor Put Leave Negative Comments Maxine Waters Michael Selyem reportedly wrote one “would think someone would shot” Representative Maxine Waters referred using vulgar term
google-news,PM to meet new cabinet amid Brexit turmoil,Theresa May is forced to carry out a reshuffle after a string of resignations over her Brexit strategy.,PM meet new cabinet amid Brexit turmoil Theresa May forced carry reshuffle string resignations Brexit strategy
google-news,Baby survived 9 hours buried in Montana mountains,"Francis Carlton Crowley, 32, was charged with criminal endangerment.",Baby survived 9 hours buried Montana mountains Francis Carlton Crowley 32 charged criminal endangerment
google-news,Judge rejects administration's bid to alter rules on detaining minors,A federal judge in California on Monday flatly rejected the Justice Department's attempt to modify a decades-old settlement agreement that limits the length of time and conditions under which US officials may detain immigrant children.,Judge rejects administrations bid alter rules detaining minors federal judge California Monday flatly rejected Justice Departments attempt modify decades old settlement agreement limits length time conditions US officials may detain immigrant children
google-news,Thai cave rescue: Divers prepare to resume phase 3  -- live updates,The head of the rescue mission says their plan is based on bringing four people out each day,Thai cave rescue Divers prepare resume phase 3 live updates head rescue mission says plan based bringing four people day
google-news,Trump's former personal driver sues over 'exploited' wages,"President Donald Trump's former personal driver of more than 20 years has filed a lawsuit against the Trump Organization alleging that he was forced to work ""thousands of hours"" of overtime without fair compensation.",Trumps former personal driver sues exploited wages President Donald Trumps former personal driver 20 years filed lawsuit Trump Organization alleging forced work thousands hours overtime without fair compensation
google-news,"Power outages, flooding hits Puerto Rico, USVI amid storms","Puerto Rico and the U.S. Virgin Islands were hit by power outages and widespread flooding Monday as remnants of the Atlantic season's first hurricane provided an initial test of how far they have recovered from last year's devastating storms. More than 47,000…",Power outages flooding hits Puerto Rico USVI amid storms Puerto Rico US Virgin Islands hit power outages widespread flooding Monday remnants Atlantic seasons first hurricane provided initial test far recovered last years devastating storms 47000…
google-news,"They were zip-lining on their honeymoon when they collided. He died, she was injured",An Israeli couple on a Royal Caribbean International cruise for their honeymoon were involved in a zip-line accident that left one dead in Honduras last week.,zip lining honeymoon collided died injured Israeli couple Royal Caribbean International cruise honeymoon involved zip line accident left one dead Honduras last week
